track_id,artists,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,release_year,release_decade,market_region,playlist_category,artist_tier,streaming_platform,release_year_raw,release_year_clean,clean_decade
0MGktjEGcTSHA3Me5BHP8V,Kiko Revatta,32.0,192960.0,False,0.545,0.57,9,-6.465,0,0.0477,0.623,2.72e-05,0.115,0.795,78.686,4,guitar,2003,2000s,Asia Pacific,Mood,Rising,Spotify,2003,2003.0,2000s
29q7PM3L44I9R6yhd234Oy,Little Symphony,27.0,80000.0,False,0.201,0.444,0,-23.991,1,0.132,0.669,0.08,0.367,0.494,129.808,4,guitar,2010,2010s,North America,Mood,Emerging,Spotify,2010,2010.0,2010s
1pV4cJaYl9ovK0GcSjH1hy,Eddy Tyler,43.0,279916.0,False,0.586,0.396,10,-9.953,1,0.0319,0.896,0.543,0.0992,0.16,142.591,3,guitar,2014,2010s,Latin America,Workout,Rising,Apple Music,2014,2014.0,2010s
5HMhViesUPfkzA6hrQ4VDH,Jaime Guardia,27.0,188693.0,False,0.571,0.193,1,-16.4,1,0.115,0.952,2.98e-05,0.116,0.695,178.083,4,guitar,2008,2000s,Latin America,Sleep & Relax,Emerging,Spotify,2008,2008.0,2000s
54478NjQWypM2I4TWII6uT,George Kuo,23.0,266800.0,False,0.556,0.166,0,-21.288,0,0.0478,0.91,0.932,0.125,0.526,120.153,4,guitar,2009,2000s,North America,Sleep & Relax,Emerging,Spotify,2009,2009.0,2000s
21Mo6vOk3k3C4O8djTXky7,Los Tecolines,,156160.0,False,,0.333,0,,1,0.04,0.93,0.00352,0.123,0.679,,4,guitar,,2000s,,,,Amazon Music,,,
3NFY9shrYSF1hMAN7A6Uum,Gilberto Puente,21.0,143053.0,False,0.509,0.294,4,-24.384,1,0.0418,0.502,0.835,0.227,0.907,89.741,4,guitar,2012,2010s,Europe,Discover,Emerging,Spotify,2012,2012.0,2010s
5urCxi14CYwg44QrqlS1mT,Nosferatu;The Viper,,355023.0,False,0.487,0.94,4,,1,0.103,0.239,0.00906,0.0828,0.443,,4,happy,,2010s,,,Emerging,Spotify,,,
2MqQOhpubuokVRHIQCh0m5,Neophyte,,326485.0,True,0.723,0.716,8,,1,0.0786,0.13,0.518,0.0745,0.414,,4,happy,,2000s,,,Emerging,YouTube Music,,,
22LqW8jEuFI3odd3wXLPUh,Scooter,17.0,282302.0,False,0.326,0.932,7,-8.394,1,0.0548,0.000301,0.0266,0.675,0.148,176.111,4,happy,2021,2020s,Middle East & Africa,Focus,Emerging,Amazon Music,2021,2021.0,2020s
4t8YkQz6N8DBtojQRRFDpo,Scooter,18.0,249493.0,False,0.548,0.999,0,-4.937,1,0.0947,0.0501,0.0128,0.978,0.0878,145.0,4,happy,2015,2010s,North America,Sleep & Relax,Emerging,Spotify,2015,2015.0,2010s
5O8NTmi6nq47lg0XKHzUZg,The Prophet,8.0,385534.0,False,0.538,0.866,4,-3.674,0,0.0827,0.000866,0.013,0.357,0.0355,,4,happy,2018,2010s,,,Emerging,Spotify,2018,2018.0,2010s
5xuN2TLYBNoHYK48NLwhp9,Scooter,18.0,204232.0,False,0.423,0.989,7,-2.613,1,0.1,0.000585,0.00485,0.469,0.438,179.969,4,happy,2012,2010s,Europe,Top Charts,Emerging,YouTube Music,2012,2012.0,2010s
4Wd7pj1jSfzlGDGqNdphUe,Technikore,17.0,296470.0,False,0.616,0.829,10,-4.932,0,0.119,0.1,0.000338,0.0951,0.323,169.92,4,happy,2017,2010s,Latin America,Focus,Emerging,YouTube Music,2017,2017.0,2010s
5ENZmalv3TTuZyZpihKyg1,Gammer;Linney,35.0,161333.0,True,0.546,0.949,4,-4.353,0,0.0534,0.00652,0.00256,0.192,0.246,134.956,4,happy,1966,1960s,North America,Sleep & Relax,Rising,Tidal,1966,1966.0,1960s
76NUzB8ut4ZcQ65kJvQw3v,Hixxy,16.0,445285.0,False,0.458,0.992,2,-5.648,1,0.134,0.0001,0.749,0.095,0.378,168.001,4,happy,2018,2010s,North America,Mood,Emerging,Spotify,2018,2018.0,2010s
73ZN54ItJRztg3dvHdVuQm,Dune,27.0,290573.0,False,0.598,0.867,2,-7.618,1,0.0408,0.0117,0.154,0.0739,0.535,163.819,4,happy,1975,1970s,Europe,Sleep & Relax,Emerging,YouTube Music,1975,1975.0,1970s
1fGqXnx6lkyfCUTORlPYT6,Nakatomi,52.0,246106.0,False,0.592,0.894,2,-6.236,1,0.0653,0.00198,0.000159,0.0833,0.654,171.39,4,happy,2020,2020s,Middle East & Africa,Focus,Established,Apple Music,2020,2020.0,2020s
0XQQeSs9On3NNv6aHYRwBD,The Masochist,27.0,294975.0,False,0.794,0.862,11,-7.384,0,0.183,0.0109,0.32,0.0643,0.0751,150.014,3,happy,2023,2020s,Europe,Discover,Emerging,Amazon Music,2023,2023.0,2020s
22PpvYDfiX27m8fYUzvrKn,Korsakoff,18.0,302000.0,False,0.546,0.926,6,-4.34,0,0.0469,0.519,0.91,0.144,0.0653,154.979,4,happy,2004,2000s,Europe,Party,Emerging,Apple Music,2004,2004.0,2000s
4tKU8MaPJasDFJPhsl6kOb,Meccano Twins,16.0,187605.0,True,0.406,0.989,9,-3.539,1,0.075,0.0183,0.813,0.652,0.357,92.515,4,happy,2000,2000s,Middle East & Africa,Discover,Emerging,Apple Music,2000,2000.0,2000s
1juHhs4d5yLbTpQQka4skR,Rotterdam Terror Corps;SRB,17.0,126426.0,False,0.594,0.704,0,-4.935,1,0.116,0.459,0.0,0.155,0.514,105.082,4,happy,2017,2010s,Latin America,Mood,Emerging,Spotify,2017,2017.0,2010s
0W6fvaFnquHyqtF2Y7VzRM,Lawineboys,16.0,202000.0,False,0.715,0.887,8,-6.307,1,0.0402,0.0893,0.0,0.455,0.907,136.037,4,happy,2002,2000s,Latin America,Focus,Emerging,Spotify,2002,2002.0,2000s
6VcG7mOdFL550FqYEZfJSn,SRB,23.0,156805.0,False,0.655,0.986,8,-2.525,1,0.0594,0.198,0.00655,0.585,0.175,129.971,4,happy,unknown,2010s,Europe,Top Charts,Emerging,Apple Music,unknown,,
3mUfADjtWU3XnQW2FPtBch,Tommyknocker,17.0,148746.0,False,0.426,0.982,6,-2.414,1,0.293,0.00246,0.00613,0.286,0.447,174.241,4,happy,1992,1990s,Middle East & Africa,Discover,Emerging,Spotify,1992,1992.0,1990s
4vtuNMSQnqjAYizR1Grnv8,Hixxy,17.0,285216.0,False,0.554,0.852,6,-4.161,0,0.0463,0.000791,0.56,0.0445,0.206,169.97,4,happy,1994,1990s,Latin America,Focus,Emerging,Apple Music,1994,1994.0,1990s
64Jlq2BRZUCSashdllLx2R,Rotterdam Terror Corps;Minupre,22.0,193401.0,True,0.812,0.928,7,-4.053,1,0.112,0.00681,3.55e-06,0.193,0.396,97.975,4,happy,2023,2020s,Asia Pacific,Sleep & Relax,Emerging,Spotify,2023,2023.0,2020s
4v0JO5a4Xmfa3alW1MwbLV,Scooter,20.0,249493.0,False,0.548,0.999,0,-4.937,1,0.0947,0.0501,0.0128,0.978,0.0878,145.0,4,happy,2015,2010s,Latin America,Top Charts,Emerging,YouTube Music,2015,2015.0,2010s
1910z5NqrGoJ8SuKWNu19D,Scooter,25.0,230250.0,False,0.726,0.875,9,-5.957,0,0.193,0.203,0.00151,0.568,0.523,139.955,4,happy,2019,2010s,Latin America,Workout,Emerging,Spotify,2019,2019.0,2010s
03p5gFlILjBgrKC9iP1wb1,Scooter,21.0,269375.0,False,0.556,0.962,5,-5.485,0,0.075,0.0216,0.00126,0.345,0.0969,149.994,4,happy,2005,2000s,North America,Workout,Emerging,YouTube Music,2005,2005.0,2000s
5u8xoqHDawYjSGayeIxz37,Rob Gee,19.0,189600.0,False,0.785,0.977,7,-2.325,1,0.266,0.0422,1.56e-06,0.437,0.475,100.054,4,happy,late 90s,2010s,Europe,Discover,Emerging,YouTube Music,late 90s,,
4AhNVIyisGrYXb76PZeapL,S3RL,23.0,182250.0,False,0.424,0.98,11,-1.886,0,0.226,0.00124,0.00114,0.0742,0.333,175.218,4,happy,2013,2010s,Asia Pacific,Mood,Emerging,Spotify,2013,2013.0,2010s
2EP57wq0xQrV2FhAiMK54j,Party Animals,22.0,319349.0,False,0.636,0.958,6,-4.355,1,0.12,0.163,0.764,0.109,0.483,178.436,4,happy,2013,2010s,North America,Focus,Emerging,Spotify,2013,2013.0,2010s
3txHkfFFEeMRblGlfe1kdm,Endymion;D-Fence,56.0,140250.0,True,0.657,0.997,8,-0.591,1,0.199,0.0691,0.0,0.222,0.169,100.036,4,happy,2015,2010s,Europe,Party,Established,YouTube Music,2015,2015.0,2010s
3UlWrf1MOSe82B7JG5wjgy,Charly Lownoise & Mental Theo;,15.0,110809.0,False,0.509,0.95,1,-6.393,1,0.0479,0.0203,0.00226,0.0397,0.317,173.082,4,happy,2012,2010s,North America,Mood,Emerging,Spotify,2012,2012.0,2010s
3jS6gkxBHMO0J3aZiFTsjv,S3RL;Kayliana;MC Riddle,45.0,186480.0,False,0.581,0.949,9,-3.717,1,0.159,0.000766,0.0,0.894,0.73,174.99,4,happy,2009,2000s,Asia Pacific,Top Charts,Rising,Spotify,2009,2009.0,2000s
0I3ym7VQqhTExmDQTKNopt,Scooter;Kindervater;Timo Erlen,16.0,195378.0,False,0.45,0.943,8,-5.212,1,0.114,0.00954,0.136,0.121,0.323,143.018,4,happy,2003,2000s,North America,Discover,Emerging,Spotify,2003,2003.0,2000s
1TanajJ8Lf60lccPue21DO,Charly Lownoise & Mental Theo,21.0,231333.0,False,0.503,0.958,10,-5.064,1,0.124,0.147,0.267,0.0993,0.312,165.863,4,happy,2017,2010s,Asia Pacific,Mood,Emerging,Apple Music,2017,2017.0,2010s
6La4TMm312mf5l8tse4SQu,Charly Lownoise;Mental Theo,24.0,242616.0,True,0.493,0.687,1,-8.011,1,0.0989,0.0302,3.97e-05,0.639,0.152,177.98,4,happy,2001,2000s,Latin America,Discover,Emerging,Spotify,2001,2001.0,2000s
1nmKe6JxxuC6wpzuqUmX6B,SRB,19.0,201868.0,True,0.532,0.865,3,-4.27,1,0.122,0.00034,0.000849,0.202,0.308,75.06,4,happy,2015,2010s,North America,Sleep & Relax,Emerging,Tidal,2015,2015.0,2010s
48FDNIDGhf60fRDoZ61Iap,Nakatomi,19.0,,False,0.636,0.912,2,-6.762,1,0.0756,0.000944,0.00532,0.318,0.582,171.402,4,happy,2001,2000s,Europe,Top Charts,Emerging,Amazon Music,2001,2001.0,2000s
6rlkrlms9hE0MnsC2L2PPH,Scooter,21.0,256000.0,False,0.524,0.907,7,-5.209,1,0.0526,0.0164,0.0234,0.754,0.337,150.003,4,happy,2014,2010s,North America,Party,Emerging,Amazon Music,2014,2014.0,2010s
160ZVib9V9nS6ghSxpUJx1,De Doelleazen;Henk Wijngaard,25.0,184156.0,False,0.632,0.973,10,-4.938,0,0.0696,0.0762,0.044,0.244,0.633,175.008,4,happy,2017,2010s,Europe,Focus,Emerging,Spotify,2017,2017.0,2010s
46AX9L5kqxmdMmD21j6Rsi,Charly Lownoise & Mental Theo,17.0,228026.0,False,0.508,0.995,5,-3.17,1,0.0848,0.0893,0.0,0.45,0.793,174.997,4,happy,2001,2000s,Europe,Top Charts,Emerging,Tidal,2001,2001.0,2000s
61hrPfMDoLdPrMwoejGrPc,3 Steps Ahead,19.0,318960.0,False,0.528,0.931,2,-6.81,1,0.061,0.0079,0.122,0.073,0.663,185.015,4,happy,1982,1980s,North America,Focus,Emerging,YouTube Music,1982,1982.0,1980s
0O80ZB3Rsni14LhvAPUmkv,S3RL;Mixie Moon;Mc Offside,43.0,248167.0,False,0.546,0.99,7,-1.706,1,0.0598,0.000602,0.0277,0.327,0.319,175.043,4,happy,1994,1990s,Middle East & Africa,Focus,Rising,YouTube Music,1994,1994.0,1990s
5qZxa73r5VUTjMW0Eoz96f,Promo;G-Shock,28.0,396133.0,False,0.54,0.983,7,-2.578,1,0.578,0.0487,0.922,0.203,0.0695,159.837,4,happy,2013,2010s,North America,Mood,Emerging,Apple Music,2013,2013.0,2010s
2qYEFx9v12mELWnQpyc1VE,Evil Activities;Sefa,21.0,269895.0,False,0.449,0.955,3,-5.167,1,0.058,0.0505,0.00332,0.151,0.0793,95.021,4,happy,2019,2010s,Latin America,Sleep & Relax,Emerging,Spotify,2019,2019.0,2010s
6I8FUsqR02Wh3SNhlOEc6y,Neophyte;Drokz,0.0,169200.0,False,0.543,0.999,7,-0.918,1,0.18,0.0865,0.00042,0.368,0.0466,99.99,4,happy,1977,1970s,Europe,Mood,Emerging,Amazon Music,1977,1977.0,1970s
6G3zGPkjytMFQO4PG6XylO,DJ Ruffneck;SPLT SCND,20.0,70400.0,False,0.366,0.976,4,-4.917,1,0.0666,0.001,0.0777,0.644,0.183,150.109,4,happy,2016,2010s,Latin America,Workout,Emerging,Apple Music,2016,2016.0,2010s
2QDmWZVAbXQo6SxyiK2ua1,Amnesys,,217798.0,True,,0.884,6,,0,0.13,0.0321,0.000827,0.378,0.388,,4,happy,,2000s,,,,Tidal,,,
2npeijpTktgtgisBLM8KHw,Lawineboys,21.0,194000.0,False,0.685,0.977,1,-2.775,1,0.107,0.0943,1.62e-05,0.091,0.863,141.944,4,happy,2010,2010s,Latin America,Focus,Emerging,Spotify,2010,2010.0,2010s
6jsil8WFlrsRf3mhKhfWAB,Nosferatu;Tha Playah,22.0,223135.0,False,0.501,0.984,2,-1.319,1,0.358,0.0882,0.0,0.255,0.378,184.929,4,happy,2021,2020s,Latin America,Sleep & Relax,Emerging,Tidal,2021,2021.0,2020s
048Ei94cemGnPl8Cs1NxVB,Rotterdam Terror Corps;Mike Re,17.0,202614.0,True,0.483,0.941,11,-3.41,0,0.182,0.0348,0.00104,0.22,0.134,179.978,4,happy,2005,2000s,Latin America,Top Charts,Emerging,Spotify,2005,2005.0,2000s
4plFHRIYpyvO46CWG2UMvG,2 Brothers On The 4th Floor;Ra,54.0,262550.0,False,0.535,0.928,5,-2.025,0,0.0823,0.0068,9.18e-06,0.109,0.116,154.872,4,happy,2010,2010s,North America,Focus,Established,Spotify,2010,2010.0,2010s
5czB34FvxB37x0FgDMcFcK,The Prophet,0.0,309159.0,False,0.69,0.859,1,-5.571,1,0.162,0.00126,0.00353,0.237,0.0863,192.006,4,happy,1965,1960s,Latin America,Top Charts,Emerging,YouTube Music,1965,1965.0,1960s
2tfwK99RID1IKGQCBBDbeA,De Mosselman,16.0,212706.0,True,0.701,0.888,6,-4.954,0,0.299,0.207,3.79e-05,0.174,0.778,166.006,4,happy,1990,1990s,North America,Focus,Emerging,YouTube Music,1990,1990.0,1990s
5YTAptJrRRYMCTEax5KyhI,DJ Ruffneck;SPLT SCND,,63998.0,False,,0.935,11,,1,0.0738,0.00473,0.077,0.389,0.188,,4,happy,,2000s,,,,YouTube Music,,,
2Rew7ur63GXXtDoZMskycH,Paul Elstak,16.0,263941.0,False,0.645,0.886,2,-10.34,1,0.0741,0.00119,0.815,0.0795,0.391,167.829,4,happy,1970,1970s,Europe,Focus,Emerging,Apple Music,1970,1970.0,1970s
7nnltFcvHTPF6PiBK9Ykhe,Omar Santana,22.0,111826.0,True,0.736,0.577,4,-10.506,0,0.11,0.336,0.0,0.35,0.839,89.919,4,happy,2014,2010s,Europe,Focus,Emerging,Spotify,2014,2014.0,2010s
1KXJn5i0ue2gkXGA7lW9YT,Scott Brown,19.0,144779.0,False,0.527,1.0,8,-4.134,1,0.155,0.0473,0.327,0.328,0.0166,77.876,4,happy,2009,2000s,Europe,Sleep & Relax,Emerging,Apple Music,2009,2009.0,2000s
7iW8xGGEHZFMcyBdWlAsIX,Nosferatu,31.0,199782.0,False,0.245,0.974,1,-1.413,1,0.436,0.171,4.97e-05,0.35,0.162,184.986,4,happy,2012,2010s,Latin America,Sleep & Relax,Rising,Spotify,2012,2012.0,2010s
5QEOjnRNxVATerDuHofS47,The Prophet,0.0,177764.0,False,0.596,0.85,9,-0.747,0,0.341,0.0546,2.05e-05,0.124,0.155,175.001,5,happy,1999,1990s,Europe,Discover,Emerging,YouTube Music,1999,1999.0,1990s
6p4T6TjaW4Fw79P0H4jQ6y,Paul Elstak,,282941.0,False,0.477,0.945,4,,0,0.218,0.0558,0.00363,0.403,0.264,,4,happy,,2000s,,,Emerging,Spotify,,,
1mCx32u41MITwQIlYTeZ6x,Styles & Breeze;Hypnose,59.0,170326.0,False,0.493,0.929,8,-6.767,1,0.102,0.00657,0.00226,0.0535,0.266,154.984,4,happy,2015,2010s,North America,Sleep & Relax,Established,Spotify,2015,2015.0,2010s
31JhTEAWmmhZIZTm40pQZr,Scooter,60.0,227000.0,False,0.53,0.994,2,-9.629,0,0.0615,0.000592,0.00708,0.364,0.681,139.992,4,happy,2022,2020s,Latin America,Focus,Established,Tidal,2022,2022.0,2020s
1livxKsuCNyMGhSzVJciso,Paul Elstak,17.0,306442.0,False,0.521,0.977,11,-3.664,1,0.052,0.000793,0.306,0.207,0.333,177.69,4,happy,1979,1970s,Europe,Sleep & Relax,Emerging,Spotify,1979,1979.0,1970s
1URntzWCTT14huFkain7be,Party Animals,21.0,187575.0,False,0.493,0.995,7,-5.305,1,0.0717,0.00204,0.633,0.794,0.528,170.01,4,happy,2020,2020s,Europe,Sleep & Relax,Emerging,Apple Music,2020,2020.0,2020s
2iOz9TpTJgR3ZBIQ0Pas2g,Gammer;Riot Ten,43.0,162450.0,True,0.75,0.883,4,-5.329,0,0.262,0.0181,0.0643,0.329,0.252,150.051,4,happy,2013,2010s,Latin America,Party,Rising,Spotify,2013,2013.0,2010s
6VbkYyqBYokXpHywSu5FFg,Charly Lownoise & Mental Theo,19.0,254533.0,False,0.531,0.997,5,-4.509,1,0.0504,0.101,3.39e-05,0.957,0.458,138.011,4,happy,2012,2010s,Europe,Party,Emerging,Spotify,2012,2012.0,2010s
0CLgqEoBCMtMlgY2sosTmD,2 Brothers On The 4th Floor,23.0,208227.0,False,0.696,0.898,0,-4.664,0,0.0329,0.0388,0.0646,0.461,0.759,134.028,4,happy,2011,2010s,Europe,Workout,Emerging,Apple Music,2011,2011.0,2010s
5uBuEzBfpEKKb1DDjW5LZ9,Darren Styles,18.0,196253.0,False,0.443,0.957,7,-5.083,1,0.0651,0.000105,0.328,0.0919,0.273,169.998,4,happy,1986,1980s,Europe,Mood,Emerging,Apple Music,1986,1986.0,1980s
6OQBLmfuKMpXZ7nGrQW7n1,Endymion;Art Of Fighters;Lilly,18.0,223815.0,False,0.392,0.951,11,-3.941,0,0.064,0.184,0.00128,0.0959,0.394,151.998,4,happy,1990,1990s,Latin America,Discover,Emerging,Apple Music,1990,1990.0,1990s
7Gtll0R49DE7NjPdLotXIw,S3RL,18.0,260844.0,False,0.577,0.988,8,-2.244,1,0.182,0.00307,0.000267,0.287,0.272,174.977,4,happy,2005,2010s,Latin America,Discover,Emerging,Amazon Music,2005,2005.0,2000s
5itiesyKLSZfMcWkk2zGrw,Noisekick;Paranoizer,17.0,259578.0,False,0.451,0.967,6,-5.422,0,0.106,0.00217,0.0145,0.373,0.581,,4,happy,2005,2000s,,,Emerging,YouTube Music,2005,2005.0,2000s
0VpW9XAE5QC0nj4qhQ4FGM,Rotterdam Terror Corps,29.0,237238.0,False,0.651,0.997,8,-2.246,1,0.306,0.274,0.353,0.0847,0.0602,95.071,4,happy,2021,2020s,North America,Sleep & Relax,Emerging,Amazon Music,2021,2021.0,2020s
2XzzGokevo45x1Im9mGTNs,2 Brothers On The 4th Floor,20.0,282613.0,False,0.576,0.639,10,-14.293,1,0.0296,0.00484,0.942,0.138,0.565,137.999,4,happy,2008,2000s,North America,Workout,Emerging,Apple Music,2008,2008.0,2000s
3jUF0QnLGq2I5aJT2uxgJU,S3RL,26.0,208919.0,False,0.471,0.985,11,-1.466,0,0.0523,0.00134,0.0142,0.432,0.583,174.982,4,happy,circa 2010,1990s,Latin America,Workout,Emerging,Apple Music,circa 2010,,
4rU28rW9Gy49LmM4ibb0xC,The Prophet,,298109.0,False,,0.993,10,,0,0.0635,0.00065,0.787,0.44,0.283,,4,happy,,2010s,,,,Apple Music,,,
1hDYSuW3C7zwf3iOOUZSB8,Scooter,19.0,255600.0,False,0.519,0.945,4,-6.302,0,0.0541,0.0124,0.131,0.67,0.103,142.033,4,happy,2004,2000s,Europe,Discover,Emerging,YouTube Music,2004,2004.0,2000s
2gdtNt0TzNZOOhmNpimt01,Bertocucci Feranzano,17.0,305998.0,False,0.63,0.852,10,-9.686,0,0.108,0.0016,0.82,0.653,0.302,177.966,4,happy,2011,2010s,North America,Party,Emerging,Apple Music,2011,2011.0,2010s
01hqk2m3PvZFnKq8JWOCbB,Dj Promo,22.0,223960.0,False,0.722,0.875,7,-6.305,1,0.176,0.185,0.383,0.102,0.176,94.939,4,happy,2015,2010s,Latin America,Workout,Emerging,Spotify,2015,2015.0,2010s
17NjGRyeLReOfxpq3hQAMv,Scooter;Vicky Leandros,23.0,191059.0,False,0.507,0.917,0,-5.256,1,0.0452,0.0664,0.000145,0.365,0.401,150.974,4,happy,2020,2020s,Asia Pacific,Focus,Emerging,Spotify,2020,2020.0,2020s
6eYKJw3osFDx1xhkid1oBg,Orbit1,18.0,106653.0,True,0.432,0.999,1,-4.59,1,0.343,0.000139,0.845,0.377,0.0392,179.952,4,happy,2018,2010s,Asia Pacific,Top Charts,Emerging,Spotify,2018,2018.0,2010s
5V2UpZPblgQDcalvrIucG9,PartyfrieX,33.0,186573.0,False,0.74,0.93,6,-6.648,1,0.101,0.0337,3.42e-05,0.259,0.825,145.05,4,happy,2015,2010s,Latin America,Discover,Rising,Amazon Music,2015,2015.0,2010s
1QZduP3q6tKwifPZGw1JFl,3 Steps Ahead;Catscan;Xess,19.0,384870.0,False,0.612,0.814,7,-4.695,1,0.089,0.00112,0.853,0.104,0.228,144.803,4,happy,2015,2010s,Asia Pacific,Sleep & Relax,Emerging,Spotify,2015,2015.0,2010s
3df94kMzHJKdMIbLTxVSFF,Scooter,22.0,211620.0,False,0.581,0.959,7,-5.528,1,0.037,0.143,0.186,0.872,0.765,145.004,4,happy,2022,2020s,North America,Focus,Emerging,YouTube Music,2022,2022.0,2020s
3UGVV1rxH5a0VgOv9D3K3c,Dj Skinhead;Chaotic Hostility,18.0,147127.0,True,0.55,0.961,1,-4.481,1,0.12,0.102,0.0,0.364,0.151,140.146,4,happy,2004,2000s,North America,Mood,Emerging,Spotify,2004,2004.0,2000s
7vNZvwQe1iKA7GriYVXasV,Forze DJ Team,29.0,41600.0,False,0.584,0.977,8,-3.418,0,0.0372,0.00333,0.973,0.27,0.0375,77.266,4,happy,1960,1960s,North America,Discover,Emerging,Apple Music,1960,1960.0,1960s
5IPHLBBOZftKfFaKuhIWut,Dj Promo,21.0,95993.0,False,0.661,0.668,2,-8.655,1,0.0341,0.000484,0.764,0.448,0.332,139.043,4,happy,2003,2000s,Latin America,Party,Emerging,YouTube Music,2003,2003.0,2000s
68NW6s726X22J4t8sy7Feo,Scooter,28.0,211785.0,False,0.505,0.973,9,-4.703,0,0.0919,0.00136,0.000114,0.185,0.293,134.94,4,happy,2001,2000s,North America,Focus,Emerging,Spotify,2001,2001.0,2000s
7C2XE77zA0yVM8WBsAKY9q,The Darkraver;DJ Vince,20.0,307651.0,False,0.643,0.687,7,-11.34,1,0.0539,0.000576,0.0969,0.299,0.637,143.956,4,happy,2015,2010s,Europe,Sleep & Relax,Emerging,Spotify,2015,2015.0,2010s
4nWtSlLI6jDDF2bH4uXP7n,PartyfrieX,19.0,159786.0,False,0.674,0.96,7,-3.696,1,0.0413,0.186,3.97e-05,0.301,0.969,149.898,4,happy,2014,2010s,Europe,Focus,Emerging,Spotify,2014,2014.0,2010s
3KaH2dK6ZglWduTqUurCYQ,Scooter,16.0,315306.0,False,0.705,0.964,9,-7.232,0,0.0483,2.69e-05,0.817,0.322,0.758,138.981,4,happy,2013,2010s,Europe,Focus,Emerging,Apple Music,2013,2013.0,2010s
39VCyhPPmKjPe2JJlGO2ks,DJ Rob;MC Joe,18.0,380354.0,False,0.632,0.851,9,-5.406,1,0.0562,0.0289,0.544,0.295,0.163,150.032,4,happy,1966,1960s,Asia Pacific,Workout,Emerging,YouTube Music,1966,1966.0,1960s
2vNw57KPaYDzkyPxXYUORX,Guns N' Roses,64.0,266173.0,False,0.4,0.992,6,-6.995,1,0.0725,0.107,0.0117,0.179,0.243,149.412,4,hard-rock,2016,2010s,North America,Party,Established,Apple Music,2016,2016.0,2010s
5ij7PgYsUYHMXMFDWcZqww,Pense,36.0,169058.0,False,0.495,0.984,8,-4.354,1,0.0978,0.00037,2.52e-05,0.307,0.803,170.007,4,hard-rock,2005,2000s,Europe,Mood,Rising,Spotify,2005,2005.0,2000s
2UsDkGHdQxiivgHhyTDtpd,Charlie Brown Jr.,36.0,157690.0,False,0.501,0.961,1,-5.039,1,0.201,0.0108,0.0152,0.697,0.521,122.202,4,hard-rock,2015,2010s,Latin America,Sleep & Relax,Rising,Apple Music,2015,2015.0,2010s
2vyae4DvSU2gs8OMOGwXF2,AC/DC,62.0,183053.0,False,0.572,0.825,8,-3.977,1,0.04,7.13e-05,0.000134,0.134,0.56,98.057,4,hard-rock,2012,2010s,North America,Top Charts,Established,YouTube Music,2012,2012.0,2010s
2tAeN2TKlQLOoSPXtARzBV,Van Halen,65.0,102080.0,False,0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,4,hard-rock,2005,2000s,Latin America,Top Charts,Established,Spotify,2005,2005.0,2000s
0QSPohbvsYOEcvkHnok13V,Project46,37.0,280075.0,False,0.333,0.978,6,-3.452,1,0.18,0.00236,0.000437,0.372,0.267,159.981,4,hard-rock,1995,1990s,Asia Pacific,Sleep & Relax,Rising,YouTube Music,1995,1995.0,1990s
5YnNWHKCJaJKwbagXDb5Uf,AC/DC,61.0,189786.0,False,0.518,0.718,9,-4.355,1,0.0343,4.85e-05,0.244,0.25,0.531,127.593,4,hard-rock,1991,1990s,Asia Pacific,Mood,Established,YouTube Music,1991,1991.0,1990s
7n3WO6ESKS1uCI9fgkGs66,Ten Years After,67.0,224133.0,False,0.383,0.516,9,-12.032,0,0.0344,0.202,0.193,0.114,0.371,118.144,4,hard-rock,2019,2010s,Asia Pacific,Sleep & Relax,Established,Spotify,2019,2019.0,2010s
6kAOsnRUgp21bPiUoVZeuJ,Ozzy Osbourne;Jeff Beck,61.0,441402.0,False,0.316,0.869,7,-4.244,0,0.0642,0.000197,0.199,0.133,0.302,169.916,4,hard-rock,2021,2020s,Europe,Workout,Established,Apple Music,2021,2021.0,2020s
1uOe9m9bAiAY4kGnGDu1Ns,Los Prisioneros,0.0,244053.0,False,0.79,0.606,4,-7.699,1,0.0519,0.014,0.00488,0.133,0.903,135.276,4,hard-rock,2014,2010s,Latin America,Top Charts,Emerging,Spotify,2014,2014.0,2010s
3fkPMWQ6cBNBLuFcPyMS8s,Blue Ã–yster Cult,67.0,271000.0,False,0.532,0.728,9,-9.079,0,0.0352,0.106,0.0108,0.0849,0.69,134.303,4,hard-rock,1992,1990s,North America,Discover,Established,Spotify,1992,1992.0,1990s
5G4roC38WFtOEF5Jo7vLUR,Rob Zombie,2.0,201400.0,False,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,4,hard-rock,2008,2000s,North America,Top Charts,Emerging,Spotify,2008,2008.0,2000s
4EtjLlwM4T1T2fBAGxwql8,Charlie Brown Jr.,37.0,178226.0,False,0.274,0.764,11,-6.881,1,0.0702,0.00448,3.28e-05,0.389,0.583,166.205,4,hard-rock,2016,2010s,North America,Discover,Rising,Spotify,2016,2016.0,2010s
